timestamp,ambient_temp_C,sensor_1_temp_C,sensor_2_temp_C,sensor_3_temp_C,sensor_4_temp_C,movement_level,humidity_percent,battery_voltage,comfort_score,true_body_temp_C
2025-07-01 00:00:00,27.993428306022466,35.9287699089409,35.7263203198659,35.97009178817681,35.83903867096611,1,76.84331032678229,4.207714216810629,2,31.670974214112874
2025-07-01 00:01:00,26.72347139765763,35.89342661007657,35.98157690867449,35.79847556019294,35.98989645120127,1,84.26052429311483,4.183502097984867,1,32.019495978344615
2025-07-01 00:02:00,28.295377076201383,35.62525706863433,36.219998259581594,35.762624458580035,36.24381328687352,1,51.68518775276863,4.227780512160656,2,30.57200864211975
2025-07-01 00:03:00,30.04605971281605,36.099975555475794,36.34718262747518,36.224523390445704,35.58415585475352,2,83.63756347590896,4.204966740626427,1,32.362318789018836
2025-07-01 00:04:00,26.531693250553328,36.308986574204184,35.949855474176864,35.55163260714169,36.127331280332825,2,59.4055241406201,4.213395987111975,2,30.79570244862258
2025-07-01 00:05:00,26.53172608610164,36.07322513080822,35.99052575988271,36.10155921911889,35.84280403715998,1,55.63834578911896,4.226337917586876,2,30.577922161167933
2025-07-01 00:06:00,30.158425631014783,35.95676621616935,36.429351375356454,36.18634230634234,35.889554928422704,1,42.265728713620895,4.19863717622323,3,30.393497655675585
2025-07-01 00:07:00,28.534869458305817,35.98679386382475,36.22185063281379,35.94008614522712,36.595105088895835,1,42.37443660368212,4.204238339906271,3,30.26579633977518
2025-07-01 00:08:00,26.061051228130097,35.90595218764761,35.84548310064742,35.9818731710786,35.909732491547814,2,71.14050651759946,4.213799744503366,1,31.209927773953847
2025-07-01 00:09:00,28.08512008717193,35.96763625612629,35.830153268349015,36.244643648430575,36.18005798358547,0,60.60680474953126,4.182801878023899,3,31.10293243283568
2025-07-01 00:10:00,26.073164614375074,35.94863882444192,36.14529986422147,35.777577027494104,36.169330678543524,0,50.19347317162476,4.1980800329234755,3,30.313751451723963
2025-07-01 00:11:00,26.068540492859487,35.88802317702837,35.81175294222118,35.86332718765027,35.65958640507114,2,67.62866378463546,4.199209871366234,1,30.918607615177162
2025-07-01 00:12:00,27.48392454313207,36.23529299999314,36.20016501189206,35.858508661322794,35.42860123067963,1,51.378615321255005,4.177277628566198,2,30.348719298320393
2025-07-01 00:13:00,23.173439510684403,35.73129696321645,36.02097000462756,36.245181324987605,36.19997116177648,0,65.99342894549902,4.24245143534,3,30.89101667630397
2025-07-01 00:14:00,23.550164334973935,36.096260810644424,36.091775138606245,36.31102432915755,35.662700305792185,1,56.16439361422107,4.167652730663329,2,30.300514211082174
2025-07-01 00:15:00,25.875424941518055,36.00221170116526,35.96574448453352,35.66781858658029,35.517336192135986,3,77.05985019753186,4.16953642142609,1,31.416298647471063
2025-07-01 00:16:00,24.974337759331153,36.31835775969746,35.906947919886086,36.28415296086104,36.34022803401824,2,76.93132723450506,4.22148293098056,1,31.635442900370773
2025-07-01 00:17:00,27.628494665190548,36.07440891732082,36.31533768023613,36.22732607727816,35.71654423831124,2,61.48076791550806,4.209163624449075,2,31.01684423324652
2025-07-01 00:18:00,25.183951848957577,35.9274860453875,35.931764299814276,36.36915033849741,35.74875631315296,1,55.7868599200757,4.174078903050185,2,30.571574078209437
2025-07-01 00:19:00,24.175392597329417,35.963583218766644,35.91817215650815,36.09625605314561,36.59203757383487,1,56.31519084515925,4.206443879668489,2,30.512041078308595
2025-07-01 00:20:00,29.931297537843108,36.097468723864715,36.075055172732995,36.079617422861524,35.59249508893151,3,76.2571536550698,4.2233550082330575,1,31.926580482140285
2025-07-01 00:21:00,26.54844739902693,35.901418515032624,36.111021405778985,36.35830101083164,35.69483093340219,3,54.76807672589254,4.193092638147827,1,30.528964463347258
2025-07-01 00:22:00,27.13505640937585,35.83969428215957,35.7481195388678,36.12857036537156,35.81564154361023,1,49.40767181680807,4.245374257267914,3,30.26041676337371
2025-07-01 00:23:00,24.150503627573087,35.77880760511519,35.93311474826813,36.60685349726223,35.973245072851746,2,43.810975384388804,4.158616463015717,2,29.795748356076977
2025-07-01 00:24:00,25.911234550949636,35.81658378389017,35.83094374381171,36.19374695978003,35.68562630720204,0,61.00119043979838,4.206674068276915,3,30.831317754437592
2025-07-01 00:25:00,27.22184517941973,36.01924039727914,36.1737103192292,36.04254108569157,35.65622411790722,1,61.69594445139288,4.2158280658908085,2,31.01243729116038
2025-07-01 00:26:00,24.698012845155393,36.08492590788696,35.86218696350318,35.74533320861798,36.491510818780846,2,77.84089196813082,4.210024277165149,1,31.63163766179458
2025-07-01 00:27:00,27.751396036691343,35.7040943511918,35.64930005382963,35.85468415102269,36.07844916251262,1,49.955741340072876,4.1878101845667866,3,30.32915112606885
2025-07-01 00:28:00,25.79872262016239,36.05104828872173,35.67765094486822,35.711520926213545,36.24568683616403,3,57.14460731507799,4.185788369426132,1,30.448289498779417
2025-07-01 00:29:00,26.416612500413446,36.03984191130294,35.660674198346676,35.90040452286881,35.91261568331793,0,76.37825825021609,4.200180002454757,2,31.55341717060552
2025-07-01 00:30:00,25.796586775541208,35.9808948470872,36.27703911659657,36.23564817426847,36.090567627240205,1,77.06306248370382,4.207312088732708,2,31.64564910105806
2025-07-01 00:31:00,30.704556369017876,35.95687880397763,36.054568214005535,36.04978891525302,36.330163714548966,3,57.30749841904457,4.20274636769197,1,31.152677702660178
2025-07-01 00:32:00,26.97300555052413,35.936519390620056,36.09795316633426,36.25249445275836,35.69774662226843,3,60.660581047900635,4.211197956748846,1,30.80835867724027
2025-07-01 00:33:00,24.8845781420882,35.87445599545971,36.062207824057204,36.03864349191933,36.033260710799404,0,53.64786508821773,4.169719299758299,3,30.219584575194972
2025-07-01 00:34:00,28.645089824206377,35.89402039084059,36.000086531643014,35.887396448783804,36.19652873074984,1,81.96496952886903,4.185241179283817,2,32.2521018616336
2025-07-01 00:35:00,24.558312700057954,36.043261819193795,36.00153179766567,36.03769411237729,36.47876020522598,2,45.33896945837111,4.17069618019047,2,29.932468074530917
2025-07-01 00:36:00,27.41772719000951,36.30190379288662,36.16393560460991,36.07233425133003,36.53819721245343,0,82.01872403506616,4.181474143277877,2,32.202244275203974
